Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,employeecount,employeenumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NUMCOMPANIESWORKED,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TOTALWORKINGYEARS,TrainingTimesLastYear,WORKLIFEBALANCE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YEARSWITHCURRMANAGER,SameAsMonthlyIncome,DateBirth,Salary,RoleDepartament,NUMBERCHILDREN,RemoteWork
26,Yes,travel_frequently,"575,0$",,3,1,,1,"510,0",3,0,73,3,1, REsearCH SCiEntist ,1,,"3102,0",6582,0,,,22,"4,0",3,,0,,2,"3,0",6,,0,4,"3102,0",1997,1000000000$,,,1
25,No,,"891,0$", Sales ,4,2,,1,"527,0",2,1,99,2,2, SaLes exECutIVe ,4,Single,,12090,1,Y,Yes,11,"3,0",2,,0,"5,0",3,"3,0",5,,1,3,,1998,1000000000$, SaLes exECutIVe  -  Sales ,,False
42,No,travel_frequently,"532,0$",,-12,2,,1,"547,0",1,1,92,3,2, reSEaRch sCIeNtisT ,3,,"4556,0",12932,2,,No,11,"3,0",2,,1,"19,0",3,"3,0",5,,0,2,"4556,0",1981,1000000000$,,,0
thirty,No,travel_rarely,"317,0$",,2,3,Life Sciences,1,"548,0",3,1,43,1,2, maNUfaCTURING DIrECToR ,4,,,24793,2,,No,20,"4,0",3,,0,"11,0",2,"3,0",5,,0,2,,1993,1000000000$,,,1
35,No,travel_rarely,"144,0$",,22,3,Life Sciences,1,"577,0",4,0,46,1,1, lABOrAToRy tEchNicIAN ,3,Single,"4230,0",19225,0,,No,15,"3,0",3,,0,,2,"3,0",5,,4,3,"4230,0",1988,1000000000$,,,0
32,No,travel_rarely,"646,0$",,9,4,,1,"679,0",1,1,92,3,2, rEsEaRch scIenTist ,4,Married,"6322,0",18089,1,Y,,12,"3,0",4,,1,"6,0",2,,6,,0,5,"6322,0",1991,1000000000$,,,0
47,Yes,,"719,0$",,27,2,Life Sciences,1,"785,0",2,1,77,4,2, sALeS eXECuTiVe ,3,,,10339,4,Y,Yes,12,"3,0",4,,0,"8,0",2,"3,0",5,,1,3,,1976,1000000000$,,,False
45,No,,"930,0$",,9,3,Marketing,1,"864,0",4,0,74,3,3, SaLEs EXECuTIve ,1,Divorced,"10761,0",19239,4,,Yes,12,"3,0",3,"80,0",1,"18,0",2,"3,0",5,,0,2,"10761,0",1978,1000000000$,,,False
36,No,travel_rarely,"1278,0$",,8,3,Life Sciences,1,"878,0",1,0,77,2,1, HuMan reSOurces ,1,,,8635,0,,,21,"4,0",3,"80,0",0,,3,"3,0",5,,0,3,,1987,1000000000$,,,1
31,No,,"1222,0$",,11,4,,1,"895,0",4,0,48,3,1, research sCiENtIst ,4,,,14871,3,,,19,"3,0",2,,1,,2,"3,0",6,,0,2,,1992,1000000000$,,,Yes
37,No,travel_frequently,"1231,0$",,21,2,Medical,1,"900,0",3,1,54,3,1, saLEs REpReseNTative ,4,Married,"2973,0",21222,5,,,15,"3,0",2,"80,0",1,,3,"3,0",5,"4,0",0,0,"2973,0",1986,1000000000$,,,False
42,No,,"462,0$",,14,2,,1,"936,0",3,1,68,2,2, sALEs EXecutIVE ,3,,,7824,7,,,17,"3,0",1,"80,0",0,,6,"3,0",5,,0,3,,1981,1000000000$,,,1
50,No,,nan$,,1,2,Medical,1,"997,0",4,0,66,3,4, rEseArCh DiREctOR ,4,Divorced,"17399,0",6615,9,Y,No,22,,3,,1,"32,0",1,"2,0",5,,1,3,"17399,0",1973,1000000000$,,,1
59,No,travel_rarely,"1089,0$", Sales ,1,2,,1,"1048,0",2,0,66,3,3, manAGER ,4,,,11038,3,,Yes,14,"3,0",3,,1,"14,0",1,"1,0",6,,0,4,,1964,1000000000$, manAGER  -  Sales ,,True
56,No,,"1240,0$",,9,3,Medical,1,"1071,0",1,1,63,3,1, ReseARch ScIenTIST ,3,Married,,12154,2,,No,19,"3,0",2,,1,"18,0",4,"3,0",5,,0,3,,1967,1000000000$,,,0
48,No,,"1262,0$",,1,4,,1,"1116,0",1,0,35,4,4, ManAGER ,4,Single,"16885,0",16154,2,Y,No,22,,3,,0,,3,"2,0",5,,2,1,"16885,0",1975,1000000000$,,,1
39,No,,"439,0$", Research & Development ,9,3,Life Sciences,1,"1132,0",3,0,70,3,2, LaBOrATORy teCHnIciaN ,2,Single,,8770,9,,No,15,"3,0",3,"80,0",0,"9,0",2,"2,0",5,,0,3,,1984,1000000000$, LaBOrATORy teCHnIciaN  -  Research & Development ,,0
42,No,travel_rarely,"647,0$", Sales ,4,4,Marketing,1,"1171,0",2,0,45,3,2, SAlES ExecuTIVe ,1,Single,"5155,0",2253,7,,No,13,"3,0",4,"80,0",0,,3,,6,,1,5,"5155,0",1981,1000000000$, SAlES ExecuTIVe  -  Sales ,,False
44,Yes,,"1097,0$",,10,4,,1,"1200,0",3,0,96,3,1, RESEArCH scientiSt ,3,Single,"2936,0",10826,1,,Yes,11,"3,0",3,,0,"6,0",4,"3,0",6,,0,2,"2936,0",1979,1000000000$,,,0
29,No,travel_rarely,"942,0$",,15,1,,1,"1202,0",2,1,69,1,1, reSEARCH ScieNtisT ,4,Married,,26933,0,Y,Yes,18,,1,,1,"6,0",2,"2,0",5,,1,3,,1994,1000000000$,,,0
54,No,travel_frequently,"966,0$",,1,4,,1,"1245,0",4,1,53,3,3, ManUFAcTURinG dIrEcTor ,3,,,9659,7,,No,17,"3,0",1,,1,"33,0",2,"1,0",5,,1,4,,1969,1000000000$,,,False
46,No,,"168,0$", Sales ,4,2,,1,"1280,0",4,1,33,2,5, MaNAgeR ,2,Married,"18789,0",9946,2,Y,,14,"3,0",3,,1,,2,"3,0",11,,0,8,"18789,0",1977,1000000000$, MaNAgeR  -  Sales ,,1
32,Yes,travel_rarely,"1089,0$",,7,2,Life Sciences,1,"1309,0",4,0,79,3,2, labORatoRY TeChNiCIAN ,3,,"4883,0",22845,1,,,18,"3,0",1,,1,,3,"3,0",10,,1,1,"4883,0",1991,1000000000$,,,True
34,No,non-travel,"999,0$",,26,1,,1,"1374,0",1,1,92,2,1, reSEaRCH sCIentisT ,3,Divorced,"2029,0",15891,1,Y,No,20,"4,0",3,,3,"5,0",2,"3,0",5,,0,0,"2029,0",1989,1000000000$,,,1
39,No,travel_rarely,"1498,0$", Sales ,21,4,,1,"1390,0",1,0,44,2,2, salES exEcUtiVE ,4,Married,,3567,3,Y,,12,"3,0",4,,2,"8,0",2,"4,0",5,,1,4,,1984,1000000000$, salES exEcUtiVE  -  Sales ,,False
39,No,non-travel,"1485,0$", Research & Development ,25,2,,1,"1397,0",3,0,71,3,3, HEaLTHcaRE rePReseNtaTIvE ,3,,,3449,3,,No,21,"4,0",2,,1,"13,0",2,"3,0",6,,0,5,,1984,1000000000$, HEaLTHcaRE rePReseNtaTIvE  -  Research & Development ,,0
52,No,travel_rarely,"258,0$",,8,4,Other,1,"1409,0",3,1,54,3,1, lAboratorY TECHNIcian ,1,Married,,17363,9,,No,13,,3,,0,"12,0",2,"1,0",5,,0,4,,1971,1000000000$,,,Yes
36,No,,"1174,0$",,3,4,,1,"1425,0",1,1,99,3,2, SaLeS ExEcUtiVe ,2,Single,"9278,0",20763,3,Y,Yes,16,"3,0",4,,0,"15,0",3,"3,0",5,,0,1,"9278,0",1987,1000000000$,,,True
24,No,travel_rarely,nan$,,4,1,,1,"1445,0",4,1,42,3,2, SALes exeCUtiVE ,3,Married,"4162,0",15211,1,Y,Yes,12,"3,0",3,,2,,3,"3,0",5,,0,3,"4162,0",1999,1000000000$,,,True
40,Yes,,"676,0$",,9,4,Life Sciences,1,"1534,0",4,0,86,3,1, lAbORatorY TeChnIciAn ,1,Single,,21831,3,,,14,"3,0",2,,0,"15,0",3,"1,0",5,,1,0,,1983,1000000000$,,,False
40,No,travel_rarely,"1342,0$",,9,2,,1,"1548,0",1,0,47,3,2, sAleS exEcuTive ,1,,,19345,0,Y,,12,"3,0",4,"80,0",0,,5,"4,0",8,,7,1,,1983,1000000000$,,,1
40,No,,"118,0$",,14,2,Life Sciences,1,"1598,0",4,1,84,3,2, SAlES exEcUTIve ,1,Married,,11262,1,Y,No,15,"3,0",3,,1,"5,0",2,"3,0",5,,1,2,,1983,1000000000$,,,1
43,No,,"990,0$",,27,3,,1,"1599,0",4,0,87,4,1, LaBoRatorY tEcHnicIan ,2,Divorced,"4876,0",5855,5,,,12,"3,0",3,,1,,0,,6,,0,2,"4876,0",1980,1000000000$,,,0
30,No,,"241,0$",,7,3,,1,"1609,0",2,0,48,2,1, resEaRCH sCiENtiSt ,2,,"2141,0",5348,1,,No,12,"3,0",2,,1,"6,0",3,"2,0",6,,1,1,"2141,0",1993,1000000000$,,,Yes
38,No,,nan$, Research & Development ,2,2,,1,"1638,0",4,1,54,2,3, MANufacTURIng diREcTOr ,3,,"7756,0",14199,3,,,19,"3,0",4,"80,0",1,"10,0",6,"4,0",5,,0,2,"7756,0",1985,1000000000$, MANufacTURIng diREcTOr  -  Research & Development ,,True
37,No,travel_rarely,"1470,0$", Research & Development ,10,3,,1,"1640,0",2,1,71,3,1, REsearch scIENtist ,2,Married,"3936,0",9953,1,,,11,"3,0",1,,1,"8,0",2,"1,0",8,,7,7,"3936,0",1986,1000000000$, REsearch scIENtist  -  Research & Development ,,False
23,Yes,travel_rarely,"1320,0$",,8,1,Medical,1,"1684,0",4,0,93,2,1, lAbORaTORY techNiCIAn ,3,Single,"3989,0",20586,1,Y,,11,,1,"80,0",0,"5,0",2,"3,0",5,,1,2,"3989,0",2000,1000000000$,,,Yes
35,No,,"146,0$",,2,4,,1,"1704,0",1,0,79,2,1, REseArCH sciENTIst ,4,,"4930,0",13970,0,,Yes,14,"3,0",3,"80,0",0,"6,0",2,"4,0",5,,1,4,"4930,0",1988,1000000000$,,,1
31,No,travel_frequently,"163,0$",,24,1,Technical Degree,1,"1736,0",4,1,30,3,2, MANufAcTUrinG dIrEcToR ,4,Single,,6670,2,Y,,20,"4,0",4,"80,0",0,"9,0",3,"2,0",5,,1,4,,1992,1000000000$,,,Yes
38,No,travel_rarely,"1153,0$", Research & Development ,6,2,Other,1,"1782,0",4,1,40,2,1, lAbOrAtorY techNiCiaN ,3,Married,"3702,0",16376,1,Y,No,11,"3,0",2,,1,"5,0",3,"3,0",5,,0,4,"3702,0",1985,1000000000$, lAbOrAtorY techNiCiaN  -  Research & Development ,,True
35,No,,"185,0$",,23,4,Medical,1,"1826,0",2,0,91,1,1, lABoRAtory technICiaN ,3,Married,"2705,0",9696,0,Y,,16,,2,,1,"6,0",2,"4,0",5,,0,3,"2705,0",1988,1000000000$,,,1
41,No,,"337,0$",,8,3,,1,"1909,0",3,1,54,3,2, SALes eXECUtiVE ,2,,,26841,5,Y,No,21,"4,0",3,"80,0",1,"14,0",3,"3,0",5,,1,4,,1982,1000000000$,,,Yes
33,No,travel_rarely,"217,0$",,-15,4,Marketing,1,"1924,0",2,0,43,3,2, SaLeS ExecuTIVE ,3,Single,"5487,0",10410,1,Y,No,14,"3,0",2,,0,,2,"2,0",10,,0,9,"5487,0",1990,1000000000$,,,0
49,No,,"1064,0$",,2,1,Life Sciences,1,"1941,0",2,0,42,3,5, ReSeARCh DiRecTOR ,4,Married,,13738,3,,No,15,"3,0",4,,0,"28,0",3,"3,0",5,,4,3,,1974,1000000000$,,,0
36,No,non-travel,"1351,0$",,9,4,,1,"1949,0",1,0,66,4,1, lABOraTory techniCiaN ,2,,"2810,0",9238,1,,No,22,"4,0",2,"80,0",0,"5,0",3,"3,0",5,,0,2,"2810,0",1987,1000000000$,,,True
36,Yes,travel_rarely,"1218,0$",,9,4,Life Sciences,1,"27,0",3,0,82,2,1, SALes RePREsEntAtivE ,1,Single,,6986,7,Y,No,23,"4,0",2,,0,,4,,5,,0,3,,1987,1000000000$,,,False
43,No,travel_rarely,"1273,0$",,2,2,Medical,1,"46,0",4,1,72,4,1, reSEARCh ScIEnTIsT ,3,,,21923,1,,No,12,"3,0",4,,2,"6,0",3,"2,0",5,,1,4,,1980,1000000000$,,,0
44,No,,"1488,0$", Sales ,1,5,Marketing,1,"68,0",2,1,75,3,2, SAles ExECutIvE ,1,,"5454,0",4009,5,,,21,"4,0",3,,1,"9,0",2,"2,0",4,,1,3,"5454,0",1979,1000000000$, SAles ExECutIvE  -  Sales ,,False
38,No,,"653,0$",,29,5,Life Sciences,1,"79,0",4,1,50,3,2, laboraTORY TeChnicIaN ,4,Single,,5456,1,,No,11,"3,0",4,,0,"10,0",2,"3,0",10,,9,9,,1985,1000000000$,,,True
50,No,,"989,0$",,7,2,Medical,1,"80,0",2,1,43,2,5, REsEArCh dirEcTOr ,3,divorced,"18740,0",16701,5,,,12,,4,,1,,2,"2,0",27,,13,8,"18740,0",1973,1000000000$,,,0
59,No,travel_frequently,"1225,0$",,1,1,,1,"91,0",1,1,57,2,2, SalEs EXecuTiVE ,3,Single,"5473,0",24668,7,Y,No,11,,4,"80,0",0,"20,0",2,"2,0",4,,1,3,"5473,0",1964,1000000000$,,,False
40,No,travel_frequently,"530,0$",,1,4,Life Sciences,1,"119,0",3,0,78,2,4, heaLThCaRE RepreSEntaTiVe ,2,Married,"13503,0",14115,1,,No,22,"4,0",4,,1,"22,0",3,"2,0",22,,11,11,"13503,0",1983,1000000000$,,,False
54,No,travel_rarely,"1217,0$",,2,4,Technical Degree,1,"126,0",1,1,60,3,3, REsEarcH DIRECtor ,3,,"13549,0",24001,9,,No,12,"3,0",1,"80,0",1,"16,0",5,"1,0",4,,0,3,"13549,0",1969,1000000000$,,,False
24,No,,"1127,0$",,18,1,Life Sciences,1,"150,0",2,0,52,3,1, lABoRatORy TeCHNiCIAn ,3,Married,"2774,0",13257,0,Y,No,12,"3,0",3,"80,0",1,,2,"3,0",5,,1,2,"2774,0",1999,1000000000$,,,True
30,No,travel_rarely,"1427,0$",,2,1,,1,"198,0",2,0,35,2,1, LABOrATORy TEChNIciaN ,4,Single,,11162,0,,No,13,"3,0",4,,0,"6,0",3,"3,0",5,,1,2,,1993,1000000000$,,,1
42,No,,"926,0$",,21,2,,1,"270,0",3,1,36,3,2, mANUfacTURINg DiREcTor ,3,Divorced,"5265,0",16439,2,Y,,16,"3,0",2,"80,0",1,"11,0",5,"3,0",5,,0,2,"5265,0",1981,1000000000$,,,False
34,No,,"878,0$",,10,4,,1,"277,0",4,0,43,3,1, reseARCh SciEnTiST ,3,Divorced,"3815,0",5972,1,Y,Yes,17,"3,0",4,,1,,4,"4,0",5,,2,0,"3815,0",1989,1000000000$,,,Yes
30,Yes,,"334,0$",,26,4,,1,"299,0",3,1,52,2,2, SALES eXECUTIve ,1,,,22967,5,,,15,"3,0",3,"80,0",0,"9,0",5,"2,0",6,,0,1,,1993,1000000000$,,,Yes
32,No,,"1401,0$",,4,2,,1,"330,0",3,1,56,3,1, SALes rePresEntaTiVE ,2,Married,,20990,2,,No,11,,1,,1,,5,"3,0",4,,1,2,,1991,1000000000$,,,0
25,No,,"675,0$",,5,2,Life Sciences,1,"369,0",2,0,85,4,2, HeaLTHCArE rEPrESEntATIve ,1,,"4000,0",18384,1,,No,12,"3,0",4,,2,"6,0",2,"3,0",6,,1,5,"4000,0",1998,1000000000$,,,1
53,No,,"1070,0$",,3,4,,1,"386,0",3,0,45,3,4, ResEaRCH DIREcTOr ,3,Married,"17584,0",21016,3,,Yes,16,"3,0",4,,3,"21,0",5,"2,0",5,,1,3,"17584,0",1970,1000000000$,,,1
26,No,,"496,0$", Research & Development ,11,2,Medical,1,"390,0",1,0,60,3,2, HEalThCaRe rEpReSENtatIVe ,1,Married,,22722,1,Y,,13,"3,0",3,,1,"5,0",3,"3,0",5,,3,3,,1997,1000000000$, HEalThCaRe rEpReSENtatIVe  -  Research & Development ,,True
28,No,travel_rarely,"1476,0$",,16,2,Medical,1,"412,0",2,0,68,4,2, healTHCaRE ReprEsEntaTIVE ,1,Single,"5661,0",4824,0,,,19,"3,0",3,,0,"9,0",2,"3,0",8,,0,7,"5661,0",1995,1000000000$,,,Yes
58,No,,"390,0$", Research & Development ,1,4,Life Sciences,1,"422,0",4,0,32,1,2, HEalTHCare REPrEsEntATiVE ,3,Divorced,,17056,2,,Yes,13,"3,0",4,,1,,2,"3,0",5,,1,2,,1965,1000000000$, HEalTHCare REPrEsEntATiVE  -  Research & Development ,,True
27,No,travel_rarely,"1220,0$",,5,3,,1,"434,0",3,1,85,3,1, rESeaRCH sCienTisT ,2,Single,,20938,1,Y,,12,"3,0",2,"80,0",0,"4,0",2,,4,,1,2,,1996,1000000000$,,,Yes
54,No,travel_frequently,"928,0$",,20,4,Life Sciences,1,"450,0",4,1,31,3,2, reseaRCh SCIENtIst ,3,,"4869,0",16885,3,Y,,12,,4,,0,"20,0",4,"2,0",4,,0,3,"4869,0",1969,1000000000$,,,0
29,No,non-travel,"746,0$",,2,3,Life Sciences,1,"469,0",4,0,61,3,2, SALeS ExEcuTiVe ,3,,"4649,0",16928,1,Y,,14,,1,,1,,3,"2,0",4,,0,2,"4649,0",1994,1000000000$,,,1
50,No,travel_rarely,"1046,0$",,10,3,,1,"491,0",4,0,100,2,3, HeaLThCaRe rEPREsENTatiVE ,4,,"10496,0",2755,6,,No,15,"3,0",4,,0,"20,0",2,"3,0",4,,1,3,"10496,0",1973,1000000000$,,,False
24,Yes,travel_rarely,"1448,0$",,1,1,Technical Degree,1,"554,0",1,1,62,3,1, SaLes rEprESEntAtIvE ,2,Single,,21972,1,Y,Yes,16,"3,0",2,,0,"6,0",4,"3,0",5,,1,4,,1999,1000000000$,,,True
34,No,,"1303,0$",,2,4,,1,"579,0",4,0,62,2,1, reSearCH ScientIsT ,3,,"2768,0",8416,3,Y,,12,"3,0",3,,1,"14,0",3,"3,0",7,,5,7,"2768,0",1989,1000000000$,,,Yes
36,No,non-travel,"635,0$",,-30,4,Medical,1,"592,0",2,0,32,3,3, SAlEs EXEcuTIvE ,4,Single,,15318,1,Y,,14,"3,0",4,"80,0",0,,3,"2,0",10,,9,7,,1987,1000000000$,,,True
26,No,travel_rarely,"703,0$",,28,2,Marketing,1,"641,0",1,0,66,3,2, sAlES eXEcuTiVE ,2,Married,,7428,1,Y,,20,"4,0",4,,2,,5,"4,0",5,,1,4,,1997,1000000000$,,,True
27,No,,"798,0$", Research & Development ,6,4,,1,"655,0",1,1,66,2,1, ReSeArch scIenTIsT ,3,Divorced,"2187,0",5013,0,,No,12,"3,0",3,,2,"6,0",5,"2,0",5,,0,3,"2187,0",1996,1000000000$, ReSeArch scIenTIsT  -  Research & Development ,,Yes
27,Yes,travel_rarely,"1420,0$",,2,1,Marketing,1,"667,0",3,0,85,3,1, saLEs rEpRESeNTAtive ,1,Divorced,,16346,0,,No,11,"3,0",2,,1,"5,0",3,"3,0",4,,0,2,,1996,1000000000$,,,True
23,No,travel_rarely,"650,0$",,-49,1,,1,"758,0",2,0,37,3,1, LABOrATORy TEchNICian ,1,,,4344,1,,No,14,"3,0",4,"80,0",1,"5,0",2,"4,0",4,,0,2,,2000,1000000000$,,,True
39,No,travel_rarely,"141,0$",,-24,3,,1,"760,0",3,1,44,4,2, huMaN RESOurcES ,2,,,18767,9,,,15,"3,0",3,"80,0",1,,3,"1,0",8,,3,6,,1984,1000000000$,,,False
52,No,non-travel,"715,0$",,19,4,Medical,1,"791,0",4,0,41,3,1, REseARcH ScIENTiSt ,4,,"4258,0",26589,0,Y,No,18,"3,0",1,,1,,3,"3,0",4,,1,2,"4258,0",1971,1000000000$,,,True
50,No,travel_rarely,"691,0$", Research & Development ,2,3,,1,"815,0",3,0,64,3,4, rESEARch DiRector ,3,,"17639,0",6881,5,Y,,16,"3,0",4,,0,,3,"3,0",4,,0,3,"17639,0",1973,1000000000$, rESEARch DiRector  -  Research & Development ,,0
42,No,,"932,0$",,1,2,Life Sciences,1,"827,0",4,1,43,2,2, manUfAcTurInG dIrEctOr ,4,Married,"6062,0",4051,9,,,13,"3,0",4,,1,"8,0",4,"3,0",4,,0,2,"6062,0",1981,1000000000$,,,0
32,No,,"638,0$",,8,2,,1,"865,0",3,1,91,4,2, ReSeArch sCIEnTist ,3,Married,,22162,5,Y,,12,"3,0",3,,1,"9,0",3,"2,0",5,,1,3,,1991,1000000000$,,,Yes
42,No,,"1265,0$",,3,3,,1,"894,0",3,1,95,4,2, labORatoRY TecHNiCIaN ,4,Married,,23726,2,,Yes,13,"3,0",2,,1,"17,0",1,"2,0",5,,1,3,,1981,1000000000$,,,True
38,No,non-travel,"152,0$",,10,3,,1,"983,0",3,1,85,3,2, SalEs exeCUTivE ,4,,"5666,0",19899,1,,Yes,13,"3,0",2,"80,0",0,"6,0",1,"3,0",5,,1,3,"5666,0",1985,1000000000$,,,1
45,No,travel_rarely,"974,0$", Research & Development ,1,4,,1,"996,0",4,1,91,3,1, lABORatORY TeChNiCiAN ,4,Divorced,,11005,3,Y,No,14,,4,"80,0",2,"8,0",2,"3,0",5,,0,2,,1978,1000000000$, lABORatORY TeChNiCiAN  -  Research & Development ,,False
22,No,,"217,0$", Research & Development ,8,1,Life Sciences,1,"1019,0",2,0,94,1,1, LaBOratory TeChnICiAn ,1,,,6881,1,Y,,15,"3,0",1,,1,"4,0",3,"2,0",4,,1,1,,2001,1000000000$, LaBOratory TeChnICiAn  -  Research & Development ,,Yes
59,No,travel_rarely,"715,0$",,2,3,,1,"1032,0",3,1,69,2,4, MANUFActUrING directoR ,4,,"13726,0",21829,3,,,13,"3,0",1,"80,0",0,,4,"3,0",5,,4,3,"13726,0",1964,1000000000$,,,0
45,No,,"1234,0$", Sales ,11,2,,1,"1045,0",4,1,90,3,4, maNAGer ,4,Married,,5404,3,,No,13,"3,0",2,,1,"26,0",4,"4,0",9,,1,1,,1978,1000000000$, maNAGer  -  Sales ,,0
45,No,travel_rarely,"788,0$",,24,4,,1,"1049,0",2,0,36,3,1, HuMan resouRCeS ,2,,,8318,1,,No,16,"3,0",1,,0,,3,"3,0",6,,0,4,,1978,1000000000$,,,Yes
26,No,,"921,0$",,-26,1,Medical,1,"1068,0",1,1,66,2,1, rEseArch sCIeNTiST ,3,,,25265,1,Y,No,13,"3,0",3,"80,0",2,,5,"3,0",5,,1,3,,1997,1000000000$,,,0
30,No,travel_rarely,"852,0$",,10,3,Marketing,1,"1179,0",3,0,72,2,2, SaLeS exECUtiVe ,3,Married,,2706,1,,No,18,"3,0",1,,1,,3,"3,0",10,,1,4,,1993,1000000000$,,,False
43,Yes,,"1372,0$",,9,3,,1,"1188,0",1,1,85,1,2, sALes EXECUtIVE ,3,Single,,9489,8,Y,No,13,,2,,0,"7,0",2,"2,0",4,,1,3,,1980,1000000000$,,,True
30,No,travel_rarely,"1329,0$",,29,4,Life Sciences,1,"1211,0",3,0,61,3,2, saleS EXECUTiVE ,1,Divorced,"4115,0",13192,8,Y,,19,"3,0",3,,3,"8,0",3,"3,0",4,,0,3,"4115,0",1993,1000000000$,,,0
46,No,travel_rarely,"150,0$",,2,4,Technical Degree,1,"1228,0",4,0,60,3,2, MaNUFacTuRinG DiReCtor ,4,Divorced,,17433,2,Y,,11,"3,0",3,,1,,3,"2,0",6,,1,4,,1977,1000000000$,,,Yes
42,No,non-travel,nan$, Human Resources ,2,5,,1,"1231,0",4,0,79,4,2, hUMAn rEsOuRCES ,1,Married,"6272,0",12858,7,,No,16,"3,0",1,,1,,3,"4,0",4,,0,3,"6272,0",1981,1000000000$, hUMAn rEsOuRCES  -  Human Resources ,,True
27,No,,"1167,0$",,4,2,,1,"1259,0",1,0,76,3,1, ResEaRcH SciENTIst ,3,Divorced,"2517,0",3208,1,Y,,11,"3,0",2,,3,,2,,5,,0,3,"2517,0",1996,1000000000$,,,Yes
56,No,travel_rarely,"206,0$",,8,4,Life Sciences,1,"1338,0",4,0,99,3,5, maNaGEr ,2,Single,,4022,6,,No,14,"3,0",1,,0,"36,0",4,"3,0",7,,7,7,,1967,1000000000$,,,0
41,No,travel_frequently,nan$, Sales ,1,3,Marketing,1,"1349,0",3,1,66,3,2, sales ExeCUTiVE ,1,,,4297,0,,,17,"3,0",4,,1,,2,"3,0",9,,1,7,,1982,1000000000$, sales ExeCUTiVE  -  Sales ,,1
28,No,,"736,0$",,26,3,Life Sciences,1,"1387,0",3,0,48,2,2, saLes ExECuTive ,1,Married,,24232,1,Y,,11,"3,0",3,,1,"5,0",0,"3,0",5,,0,4,,1995,1000000000$,,,1
52,No,travel_frequently,"322,0$",,28,2,,1,"1401,0",4,1,59,4,4, mANUfaCtURing DIReCTOr ,3,Married,,9731,2,,,11,"3,0",2,,1,,3,"2,0",5,,0,2,,1971,1000000000$,,,True
26,No,travel_rarely,"683,0$",,2,1,Medical,1,"1407,0",1,0,36,2,1, rEsEarCh sCieNTisT ,4,Single,"3904,0",4050,0,,No,12,"3,0",4,,0,"5,0",2,"3,0",4,,1,1,"3904,0",1997,1000000000$,,,True
49,Yes,travel_frequently,"1475,0$",,28,2,,1,"1420,0",1,0,97,2,2, laBoratOry TechNIcIaN ,1,,,22710,3,,No,20,"4,0",1,"80,0",0,"20,0",2,,4,"3,0",1,3,,1974,1000000000$,,,1
34,No,travel_frequently,"560,0$",,1,4,Other,1,"1431,0",4,0,91,3,1, ReseaRCH SciENtist ,1,,,20284,5,,,14,"3,0",3,"80,0",2,"10,0",2,"3,0",4,,1,3,,1989,1000000000$,,,True
32,No,,nan$,,7,5,Marketing,1,"1446,0",4,0,97,3,2, SalEs EXeCutiVe ,4,,"9204,0",23343,4,,,12,"3,0",3,"80,0",1,"7,0",3,,4,,0,3,"9204,0",1991,1000000000$,,,Yes
33,No,,nan$,,7,3,Medical,1,"1477,0",4,0,54,3,2, saLeS EXEcuTIVe ,1,,"4373,0",17456,0,,No,14,"3,0",1,,2,"5,0",2,"3,0",4,,0,3,"4373,0",1990,1000000000$,,,False
29,Yes,,"115,0$", Sales ,13,3,,1,"1487,0",1,1,51,3,2, saLEs exeCUtiVe ,2,Single,,17485,5,,No,11,,1,,0,"7,0",4,"1,0",5,,0,0,,1994,1000000000$, saLEs exeCUtiVe  -  Sales ,,0
30,No,,nan$,,-16,3,Life Sciences,1,"1499,0",3,0,46,3,1, HuMan ReSOurCES ,3,,"2064,0",15428,0,,,21,"4,0",1,"80,0",1,"6,0",3,"4,0",5,,1,3,"2064,0",1993,1000000000$,,,False
33,No,,"575,0$",,25,3,,1,"1545,0",4,0,44,2,2, MANuFaCtURIng DIRectoR ,2,,,24152,1,Y,No,13,"3,0",4,,0,"5,0",2,"3,0",5,,0,2,,1990,1000000000$,,,True
35,No,,nan$,,28,4,,1,"1554,0",2,1,98,2,1, salEs rePrEsENtatIvE ,3,Married,"2430,0",26204,0,Y,,23,"4,0",1,,2,"6,0",5,"3,0",5,,4,2,"2430,0",1988,1000000000$,,,True
38,No,travel_frequently,"888,0$",,10,4,,1,"1563,0",3,0,71,3,2, huMAN reSourcEs ,3,,,14814,3,,No,11,"3,0",3,,0,"10,0",2,"3,0",6,,1,2,,1985,1000000000$,,,True
28,No,,"580,0$",,27,3,,1,"1622,0",2,1,39,1,2, MAnUFAcTUrinG DiREcTor ,1,Divorced,"4877,0",20460,0,Y,,21,"4,0",2,,1,"6,0",5,"2,0",5,,0,0,"4877,0",1995,1000000000$,,,1
37,No,,"671,0$",,19,3,Life Sciences,1,"1631,0",3,0,85,3,2, MaNufAcTurInG DIReCtor ,3,,,26493,3,Y,No,17,"3,0",1,,3,,2,"2,0",4,"3,0",0,2,,1986,1000000000$,,,0
